_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,geometry
2537437,4152631,2017.0,2021.0,1955.0,PRIVATE,21,Scarborough Centre,40 CRAIGTON DR,4,30,2021-04-21,89,Evaluation needs to be conducted in 3 years,16,5.0,3.0,5.0,4.0,4.0,4.0,,5.0,,,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,E2131,43.727425208,-79.2987499996,POINT (320998.094 4842848.979)
2537438,4152777,2017.0,2021.0,1979.0,TCHC,20,Scarborough Southwest,17 BRIMLEY RD,11,330,2021-04-21,88,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,E2026,43.7204681732,-79.2391056557,POINT (325805.629 4842089.426)
2537439,4261240,2017.0,2021.0,1950.0,PRIVATE,14,Toronto-Danforth,814 BROADVIEW AVE,3,24,2021-04-21,61,Evaluation needs to be conducted in 1 year,14,3.0,3.0,4.0,3.0,3.0,2.0,,3.0,,,3.0,4.0,3.0,3.0,3.0,3.0,,3.0,,,S1424,43.67792961,-79.3589234686,POINT (316159.639 4837340.27)
2537440,4153833,2017.0,2021.0,1956.0,TCHC,15,Don Valley West,28 BROADWAY AVE,3,75,2021-04-21,74,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,N1526,43.710430484,-79.397121509,POINT (313074.954 4840947.509)
2537441,4274213,2017.0,2021.0,1986.0,TCHC,10,Spadina-Fort York,20 VANAULEY ST,8,135,2021-04-21,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1023,43.648931485,-79.398985647,POINT (312932.996 4834114.893)
2537442,4153157,2017.0,2021.0,1989.0,TCHC,11,University-Rosedale,72 CLINTON ST,7,157,2021-04-21,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,,S1133,43.6556979922,-79.414959496,POINT (311643.949 4834864.327)
2537443,4152801,2017.0,2021.0,1961.0,PRIVATE,24,Scarborough-Guildwood,5 CEDAR DR,10,86,2021-04-21,66,Evaluation needs to be conducted in 2 years,18,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,,E2433,43.744527226,-79.2154577667,POINT (327701.9 4844768.434)
2537444,4155140,2017.0,2021.0,1960.0,PRIVATE,5,York South-Weston,1848 JANE ST,3,21,2021-04-21,74,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,W0525,43.707964508,-79.50552763,POINT (304338.744 4840668.422)
2537445,4155141,2018.0,2021.0,1954.0,PRIVATE,5,York South-Weston,1860 JANE ST,4,40,2021-04-21,74,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,,W0525,43.708761092,-79.50573988,POINT (304321.91 4840755.962)
2537446,4152909,2017.0,2021.0,1930.0,PRIVATE,4,Parkdale-High Park,2001 BLOOR ST W,4,60,2021-04-21,81,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,,4.0,,4.0,4.0,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,S0431,43.651822183,-79.471443731,POINT (307087.937 4834430.705)
2537447,4156182,2017.0,2021.0,1969.0,TCHC,14,Toronto-Danforth,80 BLAKE ST,14,190,2021-04-21,77,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,S1430,43.674374989,-79.339480129,POINT (317736.256 4836964.143)
2537448,4154766,2017.0,2021.0,1981.0,TCHC,16,Don Valley East,10 DEAUVILLE LANE,7,247,2021-04-21,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,N1630,43.717545116,-79.331669098,POINT (318347.963 4841746.448)
2537449,4152936,2017.0,2021.0,1914.0,PRIVATE,4,Parkdale-High Park,1914 BLOOR ST W,3,16,2021-04-21,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,,,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,3.0,,S0428,43.653724315,-79.466048263,POINT (307522.842 4834643.12)
2537450,4152937,2017.0,2021.0,1914.0,PRIVATE,4,Parkdale-High Park,1920 BLOOR ST W,3,16,2021-04-21,83,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0428,43.653685383,-79.466255527,POINT (307506.125 4834638.788)
2537451,4154068,2017.0,2021.0,1979.0,SOCIAL HOUSING,19,Beaches-East York,850 O'CONNOR DR,3,109,2021-04-21,82,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,S1922,43.7070607671,-79.3122799086,POINT (319913.196 4840584.078)
2537452,4316602,2018.0,2021.0,1951.0,PRIVATE,19,Beaches-East York,995 O'CONNOR DR,3,12,2021-04-21,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,3.0,,4.0,3.0,,S1924,43.7091921136,-79.3096855497,POINT (320121.737 4840821.33)
2537453,4848750,2021.0,2021.0,1954.0,PRIVATE,19,Beaches-East York,996 O'CONNOR DR,3,18,2021-04-21,49,Building Audit,15,2.0,3.0,2.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,3.0,3.0,3.0,2.0,,2.0,3.0,,S1921,43.7091752019,-79.3105723901,POINT (320050.275 4840819.291)
2537454,4408585,2018.0,2021.0,1948.0,PRIVATE,11,University-Rosedale,130 MACPHERSON AVE,3,26,2021-04-21,74,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,,,3.0,5.0,5.0,4.0,3.0,3.0,,4.0,,,S1128,43.6783605408,-79.3950701921,POINT (313244.997 4837383.81)
2537455,4153025,2018.0,2021.0,1965.0,PRIVATE,4,Parkdale-High Park,182 JAMESON AVE,11,82,2021-04-21,61,Evaluation needs to be conducted in 1 year,17,4.0,3.0,4.0,2.0,3.0,3.0,,3.0,3.0,,2.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,,S0436,43.6389025378,-79.4370268337,POINT (309865.315 4832996.847)
2537456,4168808,2017.0,2021.0,1955.0,PRIVATE,4,Parkdale-High Park,23 JANE ST,3,18,2021-04-21,68,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,2.0,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0426,43.6500799543,-79.484335634,POINT (306048.009 4834236.904)
2537457,4154517,2017.0,2021.0,1956.0,PRIVATE,8,Eglinton-Lawrence,27 HOTSPUR RD,3,11,2021-04-21,72,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,3.0,,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,,N0823,43.732489237,-79.434967025,POINT (310023.188 4843394.977)
2537458,4154326,2017.0,2021.0,1960.0,PRIVATE,5,York South-Weston,1607 JANE ST,3,29,2021-04-21,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,W0528,43.7007645631,-79.5028199855,POINT (304557.177 4839867.602)
2537459,4152814,2017.0,2021.0,1970.0,PRIVATE,24,Scarborough-Guildwood,20 GREENCREST CRCT,10,136,2021-04-21,85,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,E2430,43.7583695279,-79.2234312468,POINT (327054.605 4846304.108)
2537460,4155610,2017.0,2021.0,1965.0,TCHC,19,Beaches-East York,1080 EASTERN AVE,6,41,2021-04-21,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,S1941,43.6658597162,-79.3160434122,POINT (319619.997 4836006.059)
2537461,4153795,2017.0,2021.0,1960.0,PRIVATE,15,Don Valley West,551 EGLINTON AVE E,8,54,2021-04-21,70,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,N1530,43.7104732905,-79.3785880328,POINT (314568.772 4840953.298)
2537462,4154032,2017.0,2021.0,1940.0,PRIVATE,8,Eglinton-Lawrence,3464 YONGE ST,4,27,2021-04-21,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,5.0,2.0,3.0,3.0,,3.0,,,2.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,,N0825,43.734792041,-79.405012706,POINT (312435.947 4843653.144)
2537463,4156483,2017.0,2021.0,1967.0,TCHC,19,Beaches-East York,5 WAKUNDA PL,11,198,2021-04-21,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,4.0,S1923,43.7155652564,-79.3046724013,POINT (320524.072 4841530.269)
2537464,4152999,2017.0,2021.0,1960.0,PRIVATE,4,Parkdale-High Park,1475 KING ST W,3,44,2021-04-20,74,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,3.0,3.0,,5.0,,,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,,S0437,43.6361307104,-79.4396082972,POINT (309657.257 4832688.775)
2537465,4154524,2017.0,2021.0,1957.0,PRIVATE,8,Eglinton-Lawrence,22 HOTSPUR RD,3,10,2021-04-20,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,3.0,,3.0,,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0823,43.733108285,-79.434844244,POINT (310014.946 4843450.384)
2537466,4156727,2017.0,2021.0,1967.0,PRIVATE,17,Don Valley North,100 PARKWAY FOREST DR,17,216,2021-04-20,71,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,2.0,,4.0,3.0,4.0,3.0,,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1730,43.773329003,-79.341901346,POINT (317511.715 4847942.106)
2537467,4155650,2017.0,2021.0,1962.0,TCHC,16,Don Valley East,51 PARKWOODS VILLAGE DR,7,81,2021-04-20,72,Evaluation needs to be conducted in 2 years,20,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,N1625,43.759507201,-79.320050542,POINT (319274.057 4846410.106)
2537468,4154962,2018.0,2021.0,1928.0,PRIVATE,12,Toronto-St. Paul's,50 RAGLAN AVE,4,32,2021-04-20,66,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S1229,43.6844655265,-79.4205577721,POINT (311189.247 4838059.79)
2537469,4153027,2017.0,2021.0,1917.0,PRIVATE,4,Parkdale-High Park,1479 QUEEN ST W,3,11,2021-04-20,68,Evaluation needs to be conducted in 2 years,13,3.0,4.0,4.0,3.0,,3.0,,4.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S0436,43.639920627,-79.4393647797,POINT (309675.403 4833106.528)
2537470,4153061,2017.0,2021.0,1970.0,PRIVATE,4,Parkdale-High Park,15 O'HARA AVE,4,32,2021-04-20,67,Evaluation needs to be conducted in 2 years,14,3.0,3.0,4.0,4.0,,3.0,,4.0,,,3.0,4.0,3.0,4.0,2.0,3.0,,4.0,3.0,,S0435,43.6419136101,-79.4340999173,POINT (310101.212 4833331.527)
2537471,4167451,2017.0,2021.0,1990.0,TCHC,10,Spadina-Fort York,125 QUEENS WHARF RD,7,73,2021-04-20,89,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,4.0,,S1035,43.639890151,-79.399333531,POINT EMPTY
2537472,4154792,2017.0,2021.0,1990.0,TCHC,16,Don Valley East,20 SANDERLING PL,5,90,2021-04-20,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1626,43.7339142779,-79.3489216558,POINT (316954.747 4843561.308)
2537473,4155938,2017.0,2021.0,1964.0,PRIVATE,21,Scarborough Centre,10 TRUDELLE ST,6,84,2021-04-20,84,Evaluation needs to be conducted in 2 years,18,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,,E2135,43.7402066562,-79.2449174192,POINT (325330.686 4844280.778)
2537474,4155935,2017.0,2021.0,1964.0,PRIVATE,21,Scarborough Centre,20 TRUDELLE ST,6,84,2021-04-20,86,Evaluation needs to be conducted in 3 years,18,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,,4.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,,E2135,43.7404592839,-79.2437182596,POINT (325427.189 4844309.14)
2537475,4154821,2017.0,2021.0,1966.0,PRIVATE,17,Don Valley North,201 VAN HORNE AVE,18,245,2021-04-20,71,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,,N1727,43.786395807,-79.353703275,POINT (316559.107 4849392.065)
2537476,4154514,2017.0,2021.0,1960.0,PRIVATE,8,Eglinton-Lawrence,50 NEPTUNE DR,3,12,2021-04-20,65,Evaluation needs to be conducted in 1 year,16,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.731762015,-79.434811008,POINT (310035.821 4843314.199)
2537477,4155639,2017.0,2021.0,1957.0,TCHC,8,Eglinton-Lawrence,22 VARNA DR,3,31,2021-04-20,79,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,3.0,4.0,4.0,,5.0,,,2.0,3.0,5.0,4.0,3.0,4.0,,4.0,5.0,,N0823,43.7196194362,-79.4407985931,POINT (309554.68 4841963.878)
2537478,4154970,2017.0,2021.0,1977.0,TCHC,12,Toronto-St. Paul's,130 VAUGHAN RD,9,99,2021-04-20,85,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1229,43.6847713094,-79.4220013405,POINT (311072.831 4838093.652)
2537479,4154980,2017.0,2021.0,1927.0,PRIVATE,12,Toronto-St. Paul's,227 VAUGHAN RD,4,24,2021-04-20,70,Evaluation needs to be conducted in 2 years,14,3.0,4.0,5.0,3.0,2.0,3.0,,4.0,,,4.0,3.0,5.0,3.0,3.0,3.0,,4.0,,,S1229,43.6877852335,-79.4233040903,POINT (310967.502 4838428.419)
2537480,4155156,2017.0,2021.0,1965.0,PRIVATE,5,York South-Weston,36 CHURCH ST,6,41,2021-04-20,71,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,W0524,43.7043490054,-79.523801614,POINT (302866.172 4840266.152)
2537481,4153580,2017.0,2021.0,1930.0,PRIVATE,13,Toronto Centre,26 GIFFORD ST,4,15,2021-04-20,70,Evaluation needs to be conducted in 2 years,16,2.0,4.0,4.0,3.0,4.0,3.0,,4.0,,3.0,3.0,4.0,5.0,2.0,3.0,4.0,,4.0,4.0,,S1327,43.6633467567,-79.3636941041,POINT (315777.607 4835719.536)
2537482,4255528,2017.0,2021.0,1950.0,PRIVATE,3,Etobicoke-Lakeshore,3 BIRCHLEA AVE,3,10,2021-04-20,66,Evaluation needs to be conducted in 2 years,14,3.0,4.0,3.0,3.0,1.0,4.0,,4.0,,,3.0,4.0,4.0,3.0,4.0,2.0,,4.0,,,W0334,43.592678404,-79.527798887,POINT (302539.324 4827860.268)
2537483,4155123,,2021.0,1954.0,PRIVATE,5,York South-Weston,1240 WESTON RD,3,22,2021-04-20,74,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,4.0,3.0,3.0,,4.0,,,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,3.0,4.0,W0531,43.688072015,-79.49346772,POINT (305310.766 4838458.456)
2537484,4154208,2017.0,2021.0,1955.0,PRIVATE,7,Humber River-Black Creek,1760 WILSON AVE,4,32,2021-04-20,60,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,2.0,,W0734,43.7194896137,-79.5165478577,POINT (303451.176 4841947.966)
2537485,4154209,2017.0,2021.0,1954.0,PRIVATE,7,Humber River-Black Creek,1770 WILSON AVE,3,31,2021-04-20,63,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0734,43.7193022696,-79.5173252308,POINT (303388.542 4841927.165)
2537486,4154260,2017.0,2021.0,1952.0,PRIVATE,7,Humber River-Black Creek,73 LOVILLA BLVD,3,16,2021-04-20,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,,W0733,43.717730278,-79.5372015088,POINT (301786.885 4841753.108)
2537487,4155292,2018.0,2021.0,1957.0,PRIVATE,3,Etobicoke-Lakeshore,47-49 RIVERWOOD PKWY,4,21,2021-04-20,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,,W0327,43.6403042877,-79.4914484566,POINT (305474.305 4833150.807)
2537488,4286300,2018.0,2021.0,2005.0,SOCIAL HOUSING,13,Toronto Centre,270 MILAN ST,3,30,2021-04-19,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,4.0,,5.0,4.0,4.0,S1329,43.658372351,-79.367849536,POINT (315438.658 4835180.679)
2537489,4154850,2017.0,2021.0,1977.0,TCHC,16,Don Valley East,1420 VICTORIA PARK AVE,10,330,2021-04-19,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,N1631,43.7214717977,-79.3024586823,POINT (320700.892 4842186.871)
2537490,4329041,2018.0,2021.0,1949.0,PRIVATE,6,York Centre,20 ROSSEAU RD,3,11,2021-04-19,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,2.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0629,43.7426311682,-79.437605185,POINT (309810.099 4844520.543)
2537491,4329040,2018.0,2021.0,1949.0,PRIVATE,6,York Centre,18 ROSSEAU RD,3,11,2021-04-19,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,2.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0629,43.7424665293,-79.4377968737,POINT (309794.673 4844502.242)
2537492,4329037,2018.0,2021.0,1949.0,PRIVATE,6,York Centre,16 ROSSEAU RD,3,11,2021-04-19,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,2.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0629,43.7422758604,-79.4377256456,POINT (309800.425 4844481.064)
2537493,4156388,2018.0,2021.0,1963.0,PRIVATE,21,Scarborough Centre,35 TRUDELLE ST,6,84,2021-04-19,80,Evaluation needs to be conducted in 2 years,18,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,,E2135,43.738969517,-79.243344993,POINT (325510.51 4844207.261)
2537494,4152762,2018.0,2021.0,1963.0,PRIVATE,21,Scarborough Centre,25 TRUDELLE ST,6,66,2021-04-19,60,Evaluation needs to be conducted in 1 year,18,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,,E2135,43.7393268153,-79.2437802418,POINT (325412.352 4844257.077)
2537495,4153004,2017.0,2021.0,1900.0,PRIVATE,4,Parkdale-High Park,1621 QUEEN ST W,6,74,2021-04-19,65,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,2.0,4.0,5.0,3.0,3.0,3.0,,4.0,3.0,,S0436,43.6387782668,-79.4448837374,POINT (309231.4 4832982.61)
2537496,4153005,2017.0,2021.0,1900.0,PRIVATE,4,Parkdale-High Park,1609 QUEEN ST W,3,41,2021-04-19,61,Evaluation needs to be conducted in 1 year,15,2.0,3.0,3.0,3.0,3.0,4.0,,2.0,,,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S0436,43.6387388333,-79.4444453098,POINT (309266.777 4832978.253)
2537497,4154004,2017.0,2021.0,1930.0,PRIVATE,12,Toronto-St. Paul's,484 ORIOLE PKWY,3,18,2021-04-19,75,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,,S1227,43.7042413494,-79.406228883,POINT (312342.047 4840258.076)
2537498,4813513,,2021.0,,TCHC,13,Toronto Centre,50 REGENT PARK BLVD,9,155,2021-04-19,94,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,S1330,,,POINT (315935.106 4835284.625)
2537499,4153917,2017.0,2021.0,1918.0,PRIVATE,12,Toronto-St. Paul's,58 ORIOLE GDNS,4,13,2021-04-19,75,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,3.0,4.0,3.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,3.0,,4.0,,,S1232,43.690628939,-79.400166183,POINT (312832.248 4838747.262)
2537500,4329043,2018.0,2021.0,1949.0,PRIVATE,6,York Centre,24 ROSSEAU RD,3,11,2021-04-19,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,2.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0629,43.7430477683,-79.4377021661,POINT (309819.873 4844504.373)
2537501,4329042,2018.0,2021.0,1949.0,PRIVATE,6,York Centre,22 ROSSEAU RD,3,11,2021-04-19,78,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,3.0,,2.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0629,43.7428477034,-79.4376504263,POINT (309838.129 4844457.074)
2537502,4153008,2017.0,2021.0,1900.0,PRIVATE,4,Parkdale-High Park,1504 KING ST W,3,15,2021-04-19,63,Evaluation needs to be conducted in 1 year,14,2.0,3.0,3.0,3.0,3.0,4.0,,2.0,,,4.0,4.0,3.0,3.0,4.0,3.0,,3.0,,,S0436,43.6366656568,-79.4404917741,POINT (309585.93 4832748.153)
2537503,4154494,2018.0,2021.0,1983.0,SOCIAL HOUSING,8,Eglinton-Lawrence,3050 DUFFERIN ST,14,258,2021-04-19,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,N0826,43.7131568657,-79.4551622078,POINT (308397.684 4841245.195)
2537504,4154495,2018.0,2021.0,1991.0,SOCIAL HOUSING,8,Eglinton-Lawrence,3010 DUFFERIN ST,10,202,2021-04-19,85,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,,N0826,43.711862297,-79.454992255,POINT (308411.192 4841102.335)
2537505,4153300,2017.0,2021.0,1992.0,SOCIAL HOUSING,12,Toronto-St. Paul's,155 KENDAL AVE,5,59,2021-04-19,84,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,4.0,S1236,43.676210791,-79.409902417,POINT (312049.046 4837144.538)
2537506,4154917,2017.0,2021.0,1965.0,PRIVATE,16,Don Valley East,1300 YORK MILLS RD,8,112,2021-04-19,74,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,N1622,43.7619582699,-79.3238669393,POINT (318966.436 4846680.805)
2537507,4154922,2017.0,2021.0,1961.0,PRIVATE,16,Don Valley East,1254 YORK MILLS RD,4,58,2021-04-19,72,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,,N1622,43.7611151725,-79.3287829754,POINT (318570.798 4846586.319)
